id,station_name,address,lat,lon
624,Dearborn St & Van Buren St (*),Dearborn St & Van Buren St (*),41.876267999999996,-87.62915500000001
625,Chicago Ave & Dempster St,Chicago Ave & Dempster St,42.041691,-87.680687
626,Delano Ct & Roosevelt Rd,Delano Ct & Roosevelt Rd,41.867490999999994,-87.63219000000001
627,LaSalle Dr & Huron St (*),LaSalle Dr & Huron St(*),41.894877,-87.632326
628,Walsh Park,Walsh Park,41.914609999999996,-87.667968
630,Kildare Ave & Montrose Ave,Kildare Ave & Montrose Ave,41.961079999999995,-87.73569
631,Malcolm X College,Malcolm X College,41.877618,-87.673895
635,Fairbanks St & Superior St (*),Fairbanks St & Superior St (*),41.895748,-87.620104
636,Orleans St & Hubbard St (*),Orleans St & Hubbard St (*),41.890028,-87.636618
637,Wood St & Chicago Ave (*),Wood St & Chicago Ave (*),41.895634,-87.672069
638,Clinton St & Jackson Blvd (*),Clinton St & Jackson Blvd (*),41.878419,-87.640977
639,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,41.965845,-87.645361
640,Bernard St & Elston Ave,Bernard St & Elston Ave,41.949923,-87.713949
641,Central Park Ave & Bloomingdale Ave,Central Park Ave & Bloomingdale Ave,41.914165999999994,-87.716755
643,Smith Park (*),Smith Park (*),41.892047999999996,-87.689397
644,Western Ave & Fillmore St (*),Western Ave & Fillmore St (*),41.868563,-87.686234
646,State St & 54th St,State St & 54th St,41.796642,-87.625923
647,Elizabeth St & 59th St,Elizabeth St & 59th St,41.786691,-87.65585899999999
648,Carpenter St & 63rd St,Carpenter St & 63rd St,41.77987,-87.65091899999999
649,Stewart Ave & 63rd St (*),Stewart Ave & 63rd St (*),41.779835,-87.634774
650,Eggleston Ave & 69th St (*),Eggleston Ave & 69th St (*),41.768898,-87.635876
651,Michigan Ave & 71st St,Michigan Ave & 71st St,41.765285999999996,-87.621748
652,Rhodes Ave & 71st St,Rhodes Ave & 71st St,41.766,-87.611726
654,Racine Ave & Washington Blvd (*),Racine Ave & Washington Blvd (*),41.883072999999996,-87.656952
655,Hoyne Ave & Balmoral Ave,Hoyne Ave & Balmoral Ave,41.979851000000004,-87.68193199999999
656,Damen Ave & Walnut (Lake) St (*),Damen Ave & Walnut (Lake) St (*),41.885951,-87.677009
657,Wood St & Augusta Blvd,Wood St & Augusta Blvd,41.899181,-87.6722
658,Leavitt St & Division St (*),Leavitt St & Division St (*),41.902997,-87.683825
659,Leavitt St & Chicago Ave,Leavitt St & Chicago Ave,41.895501,-87.682017
660,Sheridan Rd & Columbia Ave,Sheridan Rd & Columbia Ave,42.004583000000004,-87.661406
658,Leavitt St & Division St (*),Leavitt St & Division St (*),41.902997,-87.68239799999999
238,Wolcott (Ravenswood) Ave & Montrose Ave (*),Wolcott (Ravenswood) Ave & Montrose Ave (*),41.961304999999996,-87.675951
243,Lincoln Ave & Leavitt St,Lincoln Ave & Leavitt St,41.962391,-87.684146
204,Prairie Ave & Garfield Blvd,Prairie Ave & Garfield Blvd,41.794853,-87.618691
649,Stewart Ave & 63th St (*),Stewart Ave & 63th St (*),41.779835,-87.634774
383,Ashland Ave & Harrison St,Ashland Ave & Harrison St,41.875434000000006,-87.669248
283,LaSalle St & Jackson Blvd,LaSalle St & Jackson Blvd,41.878217,-87.631242
383,Ashland Ave & Harrison St,Ashland Ave & Harrison St,41.874293,-87.667284
19,Loomis St & Taylor St (*),Loomis St & Taylor St (*),41.869417,-87.660996
397,Saginaw Ave & Exchange Ave,Saginaw Ave & Exchange Ave,41.758746,-87.560115
191,Canal St & Monroe St (*),Canal St & Monroe St (*),41.880884,-87.639525
440,Lawndale Ave & 23rd St,Lawndale Ave & 23rd St,41.849882,-87.717
219,Damen Ave & Cortland St,Damen Ave & Cortland St,41.916027,-87.67741099999999
238,Ravenswood Ave & Montrose Ave (*),Ravenswood Ave & Montrose Ave (*),41.961615,-87.67436500000001
2,Buckingham Fountain (Temp),Buckingham Fountain (Temp),41.874239,-87.624065
246,Ashland Ave & Belle Plaine Ave (Temp),Ashland Ave & Belle Plaine Ave (Temp),41.954479,-87.66892
331,Halsted St & Blackhawk St (*),Halsted St & Blackhawk St (*),41.908537,-87.648627
325,Clark St & Winnemac Ave,Clark St & Winnemac Ave,41.973345,-87.667682
534,Pulaski Rd & Madison St,Pulaski Rd & Madison St,41.880827000000004,-87.726279
2,Buckingham Fountain,Buckingham Fountain,41.876393,-87.620328
74,Kingsbury St & Erie St,Kingsbury St & Erie St,41.893882,-87.641711
283,LaSalle St & Jackson Blvd,LaSalle St & Jackson Blvd,41.878170000000004,-87.631985
329,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Diversey Pkwy,41.932588,-87.633427
220,Clark st & Drummond Place,Clark st & Drummond Place,41.931248,-87.644336
95,Stony Island Ave & 64th St,Stony Island Ave & 64th St,41.778701,-87.586788
329,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Diversey Pkwy,41.932684,-87.63625
220,Broadway (Hampden Ct) & Diversey Pkwy,Broadway (Hampden Ct) & Diversey Pkwy,41.932913,-87.644531
258,Logan Blvd & Elston Ave,Logan Blvd & Elston Ave,41.930584,-87.685126
493,Oakley (Western) Ave & Roscoe St,Oakley (Western) Ave & Roscoe St,41.942916,-87.685801
493,Oakley Ave & Roscoe St,Oakley Ave & Roscoe St,41.942916,-87.685801
120,Wentworth Ave & Archer Ave,Wentworth Ave & Archer Ave,41.853605,-87.631886
212,Orleans St & Ohio St,Orleans St & Ohio St,41.892154,-87.636928
6,Dusable Harbor,Dusable Harbor,41.885040999999994,-87.612794
619,Keystone Ave & Fullerton Ave,Keystone Ave & Fullerton Ave,41.924361,-87.727752
488,Pulaski Rd & Eddy St,Pulaski Rd & Eddy St,41.945636,-87.727737
224,Halsted St & Willow St,Halsted St & Willow St,41.914221000000005,-87.64845799999999
224,Halsted St & Willow St,Halsted St & Willow St,41.913778,-87.64884
236,Sedgwick St & Schiller St,Sedgwick St & Schiller St,41.905664,-87.63851700000001
457,Clark St & Elmdale Ave,Clark St & Elmdale Ave,41.990894,-87.66958299999999
457,Clark St & Elmdale Ave (Temp),Clark St & Elmdale Ave (Temp),41.99147,-87.66986999999999
621,Aberdeen Ave & Randolph St,Aberdeen Ave & Randolph St,41.884114000000004,-87.654264
89,Financial Pl & Congress Pkwy,Financial Pl & Congress Pkwy,41.875009000000006,-87.63310600000001
119,Ashland Ave & Lake St,Ashland Ave & Lake St,41.88592,-87.66717
119,Ashland Ave & Lake St,Ashland Ave & Lake St,41.88541,-87.66731999999999
246,Ashland Ave & Belle Plaine Ave,Ashland Ave & Belle Plaine Ave,41.956061,-87.668869
332,Burling St (Halsted) St & Diversey Pkwy,Burling St (Halsted) St & Diversey Pkwy,41.93314,-87.64775999999999
332,Halsted St & Diversey Pkwy,Halsted St & Diversey Pkwy,41.93314,-87.64775999999999
332,Halsted St & Diversey Pkwy,Halsted St & Diversey Pkwy,41.933665999999995,-87.64895899999999
179,MLK Jr Dr & Oakwood Blvd,MLK Jr Dr & Oakwood Blvd,41.822559999999996,-87.61615
477,Manor Ave & Leland Ave,Manor Ave & Leland Ave,41.966318,-87.701083
233,Sangamon St & Washington Blvd (*),Sangamon St & Washington Blvd (*),41.883004,-87.65114799999999
628,Walsh Park,Walsh Park,41.914683000000004,-87.668561
183,Damen Ave & Augusta Blvd,Damen Ave & Augusta Blvd,41.899113,-87.677212
627,LaSalle Dr & Huron St (*),LaSalle Dr & Huron St (*),41.894877,-87.632326
627,LaSalle Dr & Huron St,LaSalle Dr & Huron St,41.894877,-87.632326
53,Wells St & Huron St,Wells St & Huron St,41.894882,-87.632326
53,LaSalle (Wells) St & Huron St,LaSalle (Wells) St & Huron St,41.894882,-87.632326
253,Clifton Ave & Lawrence Ave,Clifton Ave & Lawrence Ave,41.968812,-87.657659
220,Hampden Ct & Diversey Pkwy,Hampden Ct & Diversey Pkwy,41.93262,-87.642385
462,Ravenswood Ave & Balmoral Ave,Ravenswood Ave & Balmoral Ave,41.97977,-87.675815
606,Forest Ave & Chicago Ave,Forest Ave & Chicago Ave,41.894355,-87.80022
607,Cuyler Ave & Augusta St,Cuyler Ave & Augusta St,41.898168,-87.783055
608,Humphrey Ave & Ontario St,Humphrey Ave & Ontario St,41.890249,-87.778281
609,Forest Ave & Lake St,Forest Ave & Lake St,41.888909999999996,-87.800255
610,Marion St & South Blvd,Marion St & South Blvd,41.88681,-87.80287
611,Oak Park Ave & South Blvd,Oak Park Ave & South Blvd,41.886922999999996,-87.793899
612,Ridgeland Ave & Lake St,Ridgeland Ave & Lake St,41.888085,-87.785236
613,Wisconsin Ave & Madison St (Temp),Wisconsin Ave & Madison St (Temp),41.879902,-87.803911
614,East Ave & Madison St,East Ave & Madison St,41.880113,-87.789247
615,Lombard Ave & Madison St,Lombard Ave & Madison St,41.87981,-87.779425
616,Oak Park Ave & Harrison St,Oak Park Ave & Harrison St,41.872987,-87.793945
617,East Ave & Garfield St,East Ave & Garfield St,41.871311999999996,-87.788938
618,Lombard Ave & Garfield St,Lombard Ave & Garfield St,41.870699,-87.778797
130,Damen Ave & Division St,Damen Ave & Division St,41.90331,-87.67695
437,Washtenaw Ave & 15th St (*),Washtenaw Ave & 15th St (*),41.861894,-87.693511
18,Wacker Dr & Washington St,Wacker Dr & Washington St,41.883272,-87.637313
181,LaSalle St & Illinois St,LaSalle St & Illinois St,41.890755,-87.632009
321,Wabash Ave & 8th St,Wabash Ave & 8th St,41.871961999999996,-87.62610600000001
480,Albany (Kedzie) Ave & Montrose Ave,Albany (Kedzie) Ave & Montrose Ave,41.961040999999994,-87.705866
304,Broadway & Waveland Ave (Temp),Broadway & Waveland Ave (Temp),41.947720000000004,-87.649618
169,Canal St & Harrison St,Canal St & Harrison St,41.874337,-87.639566
574,Vernon Ave & 79th St,Vernon Ave & 79th St,41.751345,-87.61256800000001
574,Vernon Ave & 79th St,Vernon Ave & 79th St,41.750951,-87.613783
437,Washtenaw Ave & 15th St (*),Washtenaw Ave & 15th St (*),41.86148,-87.693374
180,Ritchie Ct & Banks St,Ritchie Ct & Banks St,41.906782,-87.626402
581,Commercial Ave & 83rd St,Commercial Ave & 83rd St,41.744607,-87.551201
582,Phillips Ave & 83rd St,Phillips Ave & 83rd St,41.744688000000004,-87.566066
582,Phillips Ave & 83rd St,Phillips Ave & 83rd St,41.744524,-87.565042
203,Western Ave & 21st St,Western Ave & 21st St,41.85394,-87.685243
26,McClurg Ct & Illinois St,McClurg Ct & Illinois St,41.890328000000004,-87.61761899999999
199,Wabash Ave & Grand Ave,Wabash Ave & Grand Ave,41.890912,-87.626804
26,McClurg Ct & Illinois St,McClurg Ct & Illinois St,41.891328,-87.617819
496,Avers Ave & Belmont Ave,Avers Ave & Belmont Ave,41.939364000000005,-87.722247
293,Broadway & Wilson Ave,Broadway & Wilson Ave,41.965485,-87.657238
253,Clifton Ave & Lawrence Ave,Clifton Ave & Lawrence Ave,41.968872999999995,-87.658857
450,Warren Park West,Warren Park West,42.002007,-87.68972600000001
325,Clark St & Winnemac Ave,Clark St & Winnemac Ave,41.973385,-87.66836500000001
544,Mason Ave & Madison St,Mason Ave & Madison St,41.879979999999996,-87.773264
25,Michigan Ave & Pearson St,Michigan Ave & Pearson st,41.897659999999995,-87.62351
6,Dusable Harbor,Dusable Harbor,41.885042,-87.61279499999999
80,Aberdeen St & Madison (Monroe) St,Aberdeen St & Monroe St,41.881567,-87.655056
582,Phillips Ave & 82nd St,Phillips Ave & 82nd St,41.746334000000004,-87.564725
125,Rush St & Hubbard St,Rush St & Hubbard St,41.890011,-87.626293
257,Lincoln Ave & Waveland Ave,Lincoln Ave & Waveland Ave,41.948797,-87.67278
257,Lincoln Ave & Waveland Ave,Lincoln Ave & Waveland Ave,41.94911,-87.675112
559,Racine Ave & Garfield Blvd,Racine Ave & Garfield Blvd,41.794694,-87.65494699999999
109,900 W Harrison St,900 W Harrison St,41.874675,-87.650019
2,Buckingham Fountain,Buckingham Fountain,41.88106,-87.619486
17,Honors St & Division St,Honore St & Division St,41.903119000000004,-87.673935
17,Honors St & Division St,Honore St & Division St,41.90312,-87.67399
17,Wood St & Division St,Wood St & Division St,41.90332,-87.67273
53,Wells St & Huron St,Wells St & Huron St,41.894729,-87.634371
602,Central St & Girard Ave,Central St & Girard Ave,42.063999,-87.685962
613,Wisconsin Ave & Madison St,Wisconsin Ave & Madison St,41.879837,-87.80224
304,Broadway & Waveland Ave,Broadway & Waveland Ave,41.949065000000004,-87.648601
475,Washtenaw Ave & Lawrence Ave,Washtenaw Ave & Lawrence Ave,41.968711,-87.69617
383,Ashland Ave & Harrison St (Temp),Ashland Ave & Harrison St (Temp),41.875389,-87.669262
26,McClurg Ct & Illinois St,McClurg Ct & Illinois St,41.891020000000005,-87.6173
75,Canal St & Jackson Blvd,Canal St & Jackson Blvd,41.878534,-87.640978
75,Clinton St & Jackson Blvd,Clinton St & Jackson Blvd,41.878534,-87.640978
80,Aberdeen St & Monroe St,Aberdeen St & Monroe St,41.88042,-87.655599
489,Drake Ave & Addison St,Drake Ave & Addison St,41.94637,-87.71614699999999
2,Buckingham Fountain,Buckingham Fountain,41.876406,-87.620333
175,Wells St & Polk St,Wells St & Polk St,41.872372999999996,-87.633523
493,Western Ave & Roscoe St,Western Ave & Roscoe St,41.942916,-87.685801
493,Western Ave & Roscoe St,Western Ave & Roscoe St,41.943026,-87.687395
2,Michigan Ave & Balbo Ave,Michigan Ave & Balbo Ave,41.872638,-87.623979
623,Michigan Ave & 11th St,Michigan Ave & 11th St,41.869717,-87.623933
578,Chappel Ave & 79th St,Chappel Ave & 79th St,41.751802000000005,-87.574845
608,Humphrey Ave & Ontario St,Humphrey Ave & Ontario St,41.890491,-87.776842
199,Wabash Ave & Grand Ave,Wabash Ave & Grand Ave,41.891738000000004,-87.626937
183,Damen Ave & Augusta Blvd,Damen Ave & Augusta Blvd,41.899714,-87.677234
496,Avers Ave & Belmont Ave,Avers Ave & Belmont Ave,41.939448,-87.72355400000001
47,State St & Kinzie St,State St & Kinzie St,41.889158,-87.627794
489,Drake Ave & Addison St,Drake Ave & Addison St,41.946782,-87.716422
502,California Ave & Altgeld St,California Ave & Altgeld St,41.926618,-87.69789899999999
303,Broadway & Cornelia Ave,Broadway & Cornelia Ave,41.945512,-87.64598000000001
295,Broadway & Argyle St,Broadway & Argyle St,41.972972,-87.659637
408,Union Ave & 42nd St,Union Ave & 42nd St,41.817638,-87.643565
557,Damen Ave & Garfield Blvd,Damen Ave & Garfield Blvd,41.794587,-87.674254
622,California Ave & Cortez St,California Ave & Cortez St,0.0,0.0
372,Humboldt Dr & Luis Munoz Marin Dr,Humboldt Dr & Luis Munoz Marin Dr,41.900146,-87.70288199999999
622,California Ave & Cotez St,California Ave & Cotez St,0.0,0.0
236,Sedgwick St & Schiller St,Sedgwick St & Schiller St,41.907576,-87.63851700000001
84,Union Ave & Grand Ave,Union Ave & Grand Ave,41.891,-87.645925
47,State St & Kinzie St,State St & Kinzie St,41.889179999999996,-87.6277
181,LaSalle St & Illinois St,LaSalle St & Illinois St,41.890749,-87.63206
355,South Shore Dr & 67th St,South Shore Dr & 67th St,41.773669,-87.567339
561,Damen Ave & 61st St,Damen Ave & 61st St,41.783681,-87.67410100000001
53,Wells St & Huron St,Wells St & Huron St,41.894729,-87.633775
217,May St & Fulton St,May St & Fulton St,41.886773,-87.656001
88,Racine Ave & Randolph St,Racine Ave & Randolph St,41.88397,-87.655688
88,May St & Randolph St,May St & Randolph St,41.88397,-87.655688
360,DIVVY Map Frame B/C Station,DIVVY Map Frame B/C Station,41.890006,-87.680627
147,Indiana Ave & 26th St,Indiana Ave & 26th St,41.845434999999995,-87.622176
492,Leavitt St & Addison St,Leavitt St & Addison St,41.946577000000005,-87.68334499999999
492,Leavitt St & Addison St,Leavitt St & Addison St,41.947029,-87.683367
116,Western Ave & Winnebago Ave,Western Ave & Winnebago Ave,41.915401,-87.687202
75,Canal St & Jackson Blvd,Canal St & Jackson Blvd,41.878412,-87.641052
